Date, Element No, Used interval, SM16 Interval (new), SM17 Interval (new), SM17/SM16 Interval ratio, R (SM16), R (SM17)(exp), R (SM17), Grade, Success, abs RM16, abs RM17 (expected), abs RM17 (predicted), abs R-Metric, sqr R-Metric, Title,
Oct 22 2023 16:36:37,9,2,6,3,0.53,0.919,0.923,0.923,5,1,0.0806,0.0766,0.0766,0.004,0.0006,任何你使用 SuperMemo 学习的材料都会回来找你，让你复习和重复。每一天，你需要复习安排好的部分学习材料。按下 Ctrl+L，或点击[.]按钮  让我们再测试一次！（按下回车）
Oct 23 2023 13:04:09,38,3,5,6,1.13,0.893,0.887,0.887,3,1,0.1068,0.1127,0.1127,-0.0059,-0.0013,导入一篇网络文章到 SuperMemo：  在你的网页浏览器，复制选中的文本（[.]）  在 SuperMemo，点击（Ctrl+N）
Oct 23 2023 13:04:35,52,3,10,5,0.47,0.903,0.886,0.886,5,1,0.0973,0.1142,0.1142,-0.0169,-0.0036,在你创建一个完型填空后，你可以点击[.]按钮，或按下Alt+??查看你挖空的结果
Oct 23 2023 13:05:45,167,3,7,6,0.82,0.911,0.885,0.885,4,1,0.0894,0.1153,0.1153,-0.0259,-0.0053,从编年史的技术角度来看，《资治通鉴》是接着《春秋》和《左传》来写的。  《春秋》站在鲁国的角度，从鲁隐公元年（前722年）开始，结束于鲁哀公十六年（前479年），这是孔子去世的时间。 《左传》作为《春秋》的补充读物，结束于鲁哀公二十七年（前468年），交代了鲁哀公的人生结局，还记录了当年发生的一件大事：[ .
Oct 23 2023 13:06:15,128,3,6,5,0.79,0.917,0.883,0.883,4,1,0.0827,0.1173,0.1173,-0.0346,-0.0069,《资治通鉴》怎么会从这么不当不正的一个年份开始？  因为《资治通鉴》不是史官的史书，而是[.]的史书。 全书从哪一年开始，是一个很严峻的问题，因为它并不是一个单纯的史学问题，而是一个有着开宗明义之功的古代意识形态问题。
Oct 23 2023 13:06:42,162,3,6,12,1.99,0.923,0.881,0.881,4,1,0.0769,0.1186,0.1186,-0.0417,-0.0082,从编年史的技术角度来看，《资治通鉴》是接着《春秋》和《左传》来写的。  《春秋》站在鲁国的角度，从鲁隐公元年（前722年）开始，结束于[.]，这是孔子去世的时间。 《左传》作为《春 .
Oct 23 2023 13:07:10,179,2,2,1,0.5,0.917,0.913,0.913,1,0,0.9168,0.9125,0.9125,0.0042,0.0078,《资治通鉴》作为一部由政治家操刀，意图在于“资治”的编年史，一开篇就让儒家意识形态成为主角，开宗明义地讲出一个国家最应该有的核心诉求：稳定。  《资治通鉴》之前的一切正史，从《史记》、《汉书》到[.]，都没做到这一点。史官写的历史和政治家写的历史，就是如此不同。
Oct 23 2023 13:07:17,39,3,10,5,0.47,0.885,0.877,0.932,5,1,0.1152,0.1225,0.0683,0.0469,0.0086,导入一篇网络文章到 SuperMemo：  在你的网页浏览器，复制选中的文本（Ctrl+C）  在 SuperMemo，点击[.]）
Oct 23 2023 13:07:32,53,2,6,23,3.88,0.943,0.99,0.99,5,1,0.0569,0.0099,0.0099,0.0469,0.0031,在你创建一个完型填空后，你可以点击按钮，或按下[.]查看你挖空的结果
Oct 23 2023 13:07:46,30,3,7,7,0.93,0.891,0.876,0.931,4,1,0.109,0.1243,0.0692,0.0397,0.0071,SuperMemo 会让你复习多少次
10月 23 2023 20:17:05,22,3,10,5,0.53,0.897,0.861,0.923,5,1,0.1034,0.1393,0.0773,0.0261,0.0047,你可以点击[.]按钮回到浏览的上一张卡片   你也可以按下 Alt+?? 实现同样的效果  反过来，你可以按下 Alt+?? 在之前浏览过的卡片列表上前进（就像在网页浏览器里面那样）  注：现在就试试！先按下 Alt+?? 然后按下 Alt+?? 回到当前卡片。
10月 23 2023 20:17:19,50,3,10,5,0.48,0.902,0.859,0.922,5,1,0.0983,0.1407,0.0781,0.0202,0.0036,选中关键词，并按下[.]，可创建问答卡片（完型填空）
10月 23 2023 20:17:26,29,3,10,7,0.7,0.906,0.857,0.921,5,1,0.0937,0.1427,0.0792,0.0145,0.0025,如果你每天都完成复习（点击学习按钮），SuperMemo 能确保你记住 [.] 学过的内容。每天只有很小比例学习材料会被安排复习。如果你想要确保 95% 的保留率，这个比例是必要的。
10月 23 2023 20:18:25,20,3,6,14,2.31,0.911,0.855,0.92,4,1,0.0895,0.1446,0.0802,0.0093,0.0016,什么时候你会复习一段已经学过的知识？（点击正确答案，并在窗口底部检查 SuperMemo 给出的评分）
Oct 28 2023 23:34:57,11,8,28,19,0.68,0.826,0.647,0.807,5,1,0.1735,0.3534,0.1926,-0.0191,-0.007,在你点击学习按钮后，你将要遍历所有被安排到今天复习的材料。按[.]查看下一张卡片。
Oct 28 2023 23:35:03,14,7,21,23,1.08,0.815,0.965,0.965,5,1,0.1852,0.0349,0.0353,0.1499,0.0331,使用 SuperMemo，你只需要记得两个快捷键：  Alt+A - 添加新的问题和回答（新增）  [.] - 重复要学习的材料（学习）
Oct 28 2023 23:35:08,52,5,18,40,2.22,0.968,0.985,0.988,5,1,0.032,0.0154,0.0116,0.0203,0.0009,在你创建一个完型填空后，你可以点击[.]按钮，或按下Alt+??查看你挖空的结果
Oct 28 2023 23:35:40,152,6,3,1,0.33,0.844,0.515,0.515,1,0,0.8441,0.5149,0.5149,0.3292,0.4474,作为一部编年史，《资治通鉴》按照朝代的先后顺序，讲周朝的部分叫《周纪》，讲秦朝的部分叫《秦纪》，然后是[.]等等，以《后周纪》结尾，因为后周以后就是宋朝，对于司马光来说就不再是古代史，而是当代史了。  每一个“纪”包含若干卷，比如《周纪》一共5卷，第一卷叫《周纪一》，第二卷叫《周纪二》，以此类推。每一卷的开头都会标明本卷内容的起止年份。
Oct 28 2023 23:35:58,177,7,17,11,0.64,0.858,0.661,0.815,4,1,0.1418,0.3386,0.1847,-0.0428,-0.014,正是因为儒家把名分问题摆在了政治学的制高点，所以儒家才有一个别称，叫作名教，那些扰乱名分规则的人因此被称为“名教罪人”。  这种价值观确实很有迂腐的一面，因为在很多人看来，实实在在的利益比虚无缥缈的名分重要得多，后者完全应该为前者让路。 实干家往往会有这种态度，最著名的就是[ .
Oct 30 2023 22:07:38,149,10,26,29,1.12,0.844,0.547,0.754,4,1,0.1564,0.4531,0.2463,-0.0899,-0.0362,《资治通鉴》编年的开始，是[.]。
Oct 30 2023 22:08:04,128,7,13,52,4.02,0.921,0.979,0.985,4,1,0.0787,0.0212,0.0153,0.0634,0.006,《资治通鉴》怎么会从这么不当不正的一个年份开始？  因为《资治通鉴》不是史官的史书，而是[.]的史书。 全书从哪一年开始，是一个很严峻的问题，因为它并不是一个单纯的史学问题，而是一个有着开宗明义之功的古代意识形态问题。
Oct 30 2023 22:08:17,146,10,24,13,0.54,0.869,0.6,0.6,4,1,0.1307,0.4004,0.4004,-0.2697,-0.1432,《资治通鉴》怎么会从这么不当不正的一个年份开始？  因为《资治通鉴》不是史官的史书，而是政治家的史书。 全书从哪一年开始，是一个很严峻的问题，因为它并不是一个单纯的史学问题，而是一个[.]。
Oct 30 2023 22:08:43,142,10,23,14,0.6,0.888,0.929,0.929,4,1,0.1125,0.0713,0.0713,0.0411,0.0076,作为一部编年史，《资治通鉴》按照朝代的先后顺序，讲周朝的部分叫[.]，讲秦朝的部分叫《秦纪》，然后是《汉纪》、《魏纪》、《晋纪》等等，以《后周纪》结尾，因为后周以后就是宋朝，对于司马光来说就不再是古代史，而是当代史了。  每一个“纪”包含若干卷，比如《周纪》一共5卷，第一卷叫《周纪一》，第二卷叫《周纪二》，以此类推。每一卷的开头都会标明本卷内容的起止年份。
Oct 30 2023 22:08:48,151,8,18,38,2.11,0.89,0.972,0.981,4,1,0.1105,0.0277,0.0195,0.091,0.0118,作为一部编年史，《资治通鉴》按照朝代的先后顺序，讲周朝的部分叫《周纪》，讲秦朝的部分叫[.]，然后是《汉纪》、《魏纪》、《晋纪》等等，以《后周纪》结尾，因为后周以后就是宋朝，对于司马光来说就不再是古代史，而是当代史了。  每一个“纪”包含若干卷，比如《周纪》一共5卷，第一卷叫《周纪一》，第二卷叫《周纪二》，以此类推。每一卷的开头都会标明本卷内容的起止年份。
Oct 30 2023 22:08:54,152,2,3,3,1.01,0.971,0.735,0.793,4,1,0.0292,0.2651,0.2073,-0.1781,-0.0421,作为一部编年史，《资治通鉴》按照朝代的先后顺序，讲周朝的部分叫《周纪》，讲秦朝的部分叫《秦纪》，然后是[.]等等，以《后周纪》结尾，因为后周以后就是宋朝，对于司马光来说就不再是古代史，而是当代史了。  每一个“纪”包含若干卷，比如《周纪》一共5卷，第一卷叫《周纪一》，第二卷叫《周纪二》，以此类推。每一卷的开头都会标明本卷内容的起止年份。
Oct 30 2023 22:08:59,153,10,23,97,4.22,0.91,0.966,0.992,4,1,0.0896,0.0343,0.0082,0.0814,0.008,作为一部编年史，《资治通鉴》按照朝代的先后顺序，讲周朝的部分叫《周纪》，讲秦朝的部分叫《秦纪》，然后是《汉纪》、《魏纪》、《晋纪》等等，以[.]结尾，因为后周以后就是宋朝，对于司马光来说就不再是古代史，而是当代史了。  每一个“纪”包含若干卷，比如《周纪》一共5卷，第一卷叫《周纪一》，第二卷叫《周纪二》，以此类推。每一卷的开头都会标明本卷内容的起止年份。
Oct 30 2023 22:09:04,131,10,21,72,3.42,0.92,0.966,0.992,4,1,0.0802,0.0343,0.0081,0.0721,0.0064,作为一部编年史，《资治通鉴》按照朝代的先后顺序，讲周朝的部分叫《周纪》，讲秦朝的部分叫《秦纪》，然后是《汉纪》、《魏纪》、《晋纪》等等，以《后周纪》结尾，因为后周以后就是[.]，对于司马光来说就不再是古代史，而是当代史了。 .
Oct 30 2023 22:10:38,156,10,21,89,4.24,0.925,0.966,0.992,4,1,0.0753,0.0343,0.008,0.0673,0.0056,《资治通鉴》和其他史书的一种区别：并不是编年体和纪传体那种形式上的区别，而是[.]上的区别。  《资治通鉴》是政治家编写的史书，而不是史官编写的史书，“资治”二字是重点。 所以，《资治通鉴》既是一部史书，也是一部历史哲学专著，如果仅仅把它当成史书来读，就会惹作者伤心了。 .
Oct 30 2023 22:10:55,132,10,21,108,5.16,0.925,0.966,0.992,4,1,0.0747,0.0343,0.0079,0.0668,0.0055,《资治通鉴》和其他史书的一种区别：并不是编年体和纪传体那种形式上的区别，而是立意上的区别。  《资治通鉴》是政治家编写的史书，而不是史官编写的史书，“资治”二字是重点。 所以，《资治通鉴》既是一部史书，也是一部历史哲学专著，如果仅仅把它当成史书来读，就会惹作者伤心了。 作为历史哲学专著的《资治通鉴》，才一开篇就要[.]。
Oct 30 2023 22:11:44,157,10,21,87,4.15,0.926,0.966,0.992,4,1,0.0741,0.0343,0.0078,0.0663,0.0054,《资治通鉴》作为一部由政治家操刀，意图在于“资治”的编年史，一开篇就让儒家意识形态成为主角，开宗明义地讲出一个国家最应该有的核心诉求：[.]。  《资治通鉴》之前的一切正史，从《史记》、《汉书》到《新唐书》、《新五代史》，都没做到这一点。史官写的历史和政治家写的历史，就是如此不同。
Oct 30 2023 22:11:51,178,9,19,70,3.66,0.934,0.969,0.993,4,1,0.0665,0.0312,0.0074,0.059,0.0044,《资治通鉴》作为一部由政治家操刀，意图在于“资治”的编年史，一开篇就让儒家意识形态成为主角，开宗明义地讲出一个国家最应该有的核心诉求：稳定。  《资治通鉴》之前的一切正史，从[.]到《新唐书》、《新五代史》，都没做到这一点。史官写的历史和政治家写的历史，就是如此不同。
Oct 30 2023 22:11:55,179,7,12,12,0.96,0.935,0.434,0.638,4,1,0.0651,0.5661,0.3621,-0.297,-0.1269,《资治通鉴》作为一部由政治家操刀，意图在于“资治”的编年史，一开篇就让儒家意识形态成为主角，开宗明义地讲出一个国家最应该有的核心诉求：稳定。  《资治通鉴》之前的一切正史，从《史记》、《汉书》到[.]，都没做到这一点。史官写的历史和政治家写的历史，就是如此不同。
Oct 30 2023 22:14:16,159,10,6,1,0.17,0.86,0.966,0.992,2,0,0.8602,0.9657,0.9923,-0.1322,-0.2449,从编年史的技术角度来看，《资治通鉴》是接着[.]来写的。  《春秋》站在鲁国的角度，从鲁隐公元年（前722年）开始，结束于鲁哀公十六年（前479年），这是孔子去世的时间。 《左传》 .
Oct 30 2023 22:14:39,160,10,4,1,0.25,0.801,0.51,0.769,1,0,0.8006,0.5102,0.7688,0.0318,0.0499,从编年史的技术角度来看，《资治通鉴》是接着《春秋》和《左传》来写的。  《春秋》站在[.]的角度，从鲁隐公元年（前722年）开始，结束于鲁哀公十六年（前479年），这是孔子去世的时间。 .
Oct 30 2023 22:15:14,161,10,3,3,0.84,0.752,0.501,0.792,2,0,0.7517,0.5012,0.7917,-0.0399,-0.0616,从编年史的技术角度来看，《资治通鉴》是接着《春秋》和《左传》来写的。  《春秋》站在鲁国的角度，从[.]开始，结束于鲁哀公十六年（前479年），这是孔子去世的时间。 《左传》作为《 .
Oct 30 2023 22:15:26,162,7,13,56,4.33,0.921,0.979,0.986,4,1,0.0787,0.0209,0.0136,0.0651,0.006,从编年史的技术角度来看，《资治通鉴》是接着《春秋》和《左传》来写的。  《春秋》站在鲁国的角度，从鲁隐公元年（前722年）开始，结束于[.]，这是孔子去世的时间。 《左传》作为《春 .
Oct 30 2023 22:15:30,163,8,18,61,3.41,0.88,0.972,0.983,4,1,0.1199,0.0277,0.0172,0.1027,0.0141,从编年史的技术角度来看，《资治通鉴》是接着《春秋》和《左传》来写的。  《春秋》站在鲁国的角度，从鲁隐公元年（前722年）开始，结束于鲁哀公十六年（前479年），这是[.]去世的时间。 .
Oct 30 2023 22:15:41,164,10,34,20,0.58,0.765,0.545,0.829,4,1,0.2348,0.4554,0.171,0.0638,0.0259,从编年史的技术角度来看，《资治通鉴》是接着《春秋》和《左传》来写的。  《春秋》站在鲁国的角度，从鲁隐公元年（前722年）开始，结束于鲁哀公十六年（前479年），这是孔子去世的时间。 [ .
Oct 30 2023 22:15:54,165,8,18,30,1.69,0.88,0.972,0.984,4,1,0.1199,0.0277,0.0156,0.1043,0.0141,从编年史的技术角度来看，《资治通鉴》是接着《春秋》和《左传》来写的。  《春秋》站在鲁国的角度，从鲁隐公元年（前722年）开始，结束于鲁哀公十六年（前479年），这是孔子去世的时间。 《左传》作为《春秋》的补充读物，结束于[ .
Oct 30 2023 22:16:04,166,10,23,22,0.95,0.777,0.522,0.821,3,1,0.2229,0.4785,0.1794,0.0435,0.0175,从编年史的技术角度来看，《资治通鉴》是接着《春秋》和《左传》来写的。  《春秋》站在鲁国的角度，从鲁隐公元年（前722年）开始，结束于鲁哀公十六年（前479年），这是孔子去世的时间。 《左传》作为《春秋》的补充读物，结束于鲁哀公二十七年（前468年），交代了[ .
Oct 30 2023 22:16:48,167,7,14,57,4.1,0.928,0.979,0.988,4,1,0.0718,0.0209,0.0115,0.0603,0.005,从编年史的技术角度来看，《资治通鉴》是接着《春秋》和《左传》来写的。  《春秋》站在鲁国的角度，从鲁隐公元年（前722年）开始，结束于鲁哀公十六年（前479年），这是孔子去世的时间。 《左传》作为《春秋》的补充读物，结束于鲁哀公二十七年（前468年），交代了鲁哀公的人生结局，还记录了当年发生的一件大事：[ .
Oct 30 2023 22:16:52,168,8,18,38,2.13,0.89,0.972,0.986,4,1,0.1105,0.0276,0.0143,0.0962,0.012,从编年史的技术角度来看，《资治通鉴》是接着《春秋》和《左传》来写的。  《春秋》站在鲁国的角度，从鲁隐公元年（前722年）开始，结束于鲁哀公十六年（前479年），这是孔子去世的时间。 .
Oct 30 2023 22:23:03,173,8,18,47,2.63,0.89,0.972,0.987,4,1,0.1105,0.0277,0.0133,0.0971,0.012,正是因为儒家把名分问题摆在了政治学的制高点，所以儒家才有一个别称，叫作[.]，那些扰乱名分规则的人因此被称为“名教罪人”。  这种价值观确实很有迂腐的一面，因为在很多人看来，实实在在的利益比虚无缥缈的名分重要得多，后者完全应该为前者让路。 .
Oct 30 2023 22:23:06,174,10,32,15,0.48,0.788,0.499,0.812,4,1,0.2122,0.5008,0.1877,0.0245,0.0098,正是因为儒家把名分问题摆在了政治学的制高点，所以儒家才有一个别称，叫作名教，那些扰乱名分规则的人因此被称为“[.]”。  这种价值观确实很有迂腐的一面，因为在很多人看来，实实在在的利益比虚无缥缈的名分重要得多，后者完全应该为前者让路。 .
Oct 30 2023 22:23:41,175,8,18,63,3.5,0.88,0.972,0.987,4,1,0.1199,0.0276,0.0125,0.1073,0.0142,正是因为儒家把名分问题摆在了政治学的制高点，所以儒家才有一个别称，叫作名教，那些扰乱名分规则的人因此被称为“名教罪人”。  这种价值观确实很有迂腐的一面，因为在很多人看来，实实在在的利益比虚无缥缈的名分重要得多，后者完全应该为前者让路。 .
Oct 30 2023 22:23:45,177,2,4,48,12.02,0.971,0.991,0.994,4,1,0.0288,0.0092,0.0063,0.0226,0.0008,正是因为儒家把名分问题摆在了政治学的制高点，所以儒家才有一个别称，叫作名教，那些扰乱名分规则的人因此被称为“名教罪人”。  这种价值观确实很有迂腐的一面，因为在很多人看来，实实在在的利益比虚无缥缈的名分重要得多，后者完全应该为前者让路。 实干家往往会有这种态度，最著名的就是[ .
Oct 31 2023 18:59:42,149,2,4,38,9.59,0.947,0.989,0.993,4,1,0.0526,0.011,0.0067,0.0459,0.0027,《资治通鉴》编年的开始，是[.]。
Oct 31 2023 18:59:58,128,2,3,37,12.46,0.916,0.99,0.994,4,1,0.0841,0.0102,0.0063,0.0777,0.007,《资治通鉴》怎么会从这么不当不正的一个年份开始？  因为《资治通鉴》不是史官的史书，而是[.]的史书。 全书从哪一年开始，是一个很严峻的问题，因为它并不是一个单纯的史学问题，而是一个有着开宗明义之功的古代意识形态问题。
Oct 31 2023 19:00:28,146,1,2,32,15.96,0.971,0.993,0.994,4,1,0.0288,0.0071,0.0055,0.0233,0.0008,《资治通鉴》怎么会从这么不当不正的一个年份开始？  因为《资治通鉴》不是史官的史书，而是政治家的史书。 全书从哪一年开始，是一个很严峻的问题，因为它并不是一个单纯的史学问题，而是一个[.]。
Oct 31 2023 19:00:44,142,1,2,20,9.83,0.969,0.993,0.995,4,1,0.0314,0.0071,0.0055,0.026,0.001,作为一部编年史，《资治通鉴》按照朝代的先后顺序，讲周朝的部分叫[.]，讲秦朝的部分叫《秦纪》，然后是《汉纪》、《魏纪》、《晋纪》等等，以《后周纪》结尾，因为后周以后就是宋朝，对于司马光来说就不再是古代史，而是当代史了。  每一个“纪”包含若干卷，比如《周纪》一共5卷，第一卷叫《周纪一》，第二卷叫《周纪二》，以此类推。每一卷的开头都会标明本卷内容的起止年份。
Oct 31 2023 19:00:48,151,2,4,37,9.13,0.938,0.99,0.994,4,1,0.0619,0.0102,0.0061,0.0558,0.0038,作为一部编年史，《资治通鉴》按照朝代的先后顺序，讲周朝的部分叫《周纪》，讲秦朝的部分叫[.]，然后是《汉纪》、《魏纪》、《晋纪》等等，以《后周纪》结尾，因为后周以后就是宋朝，对于司马光来说就不再是古代史，而是当代史了。  每一个“纪”包含若干卷，比如《周纪》一共5卷，第一卷叫《周纪一》，第二卷叫《周纪二》，以此类推。每一卷的开头都会标明本卷内容的起止年份。
Oct 31 2023 19:00:52,152,1,2,3,1.54,0.951,0.936,0.936,4,1,0.0489,0.0639,0.0639,-0.015,-0.0017,作为一部编年史，《资治通鉴》按照朝代的先后顺序，讲周朝的部分叫《周纪》，讲秦朝的部分叫《秦纪》，然后是[.]等等，以《后周纪》结尾，因为后周以后就是宋朝，对于司马光来说就不再是古代史，而是当代史了。  每一个“纪”包含若干卷，比如《周纪》一共5卷，第一卷叫《周纪一》，第二卷叫《周纪二》，以此类推。每一卷的开头都会标明本卷内容的起止年份。
Oct 31 2023 19:01:02,153,2,4,36,9.04,0.938,0.989,0.994,4,1,0.0619,0.011,0.0062,0.0557,0.0038,作为一部编年史，《资治通鉴》按照朝代的先后顺序，讲周朝的部分叫《周纪》，讲秦朝的部分叫《秦纪》，然后是《汉纪》、《魏纪》、《晋纪》等等，以[.]结尾，因为后周以后就是宋朝，对于司马光来说就不再是古代史，而是当代史了。  每一个“纪”包含若干卷，比如《周纪》一共5卷，第一卷叫《周纪一》，第二卷叫《周纪二》，以此类推。每一卷的开头都会标明本卷内容的起止年份。
Oct 31 2023 19:01:05,131,1,2,28,14.23,0.965,0.993,0.995,4,1,0.0345,0.0071,0.0054,0.0291,0.0012,作为一部编年史，《资治通鉴》按照朝代的先后顺序，讲周朝的部分叫《周纪》，讲秦朝的部分叫《秦纪》，然后是《汉纪》、《魏纪》、《晋纪》等等，以《后周纪》结尾，因为后周以后就是[.]，对于司马光来说就不再是古代史，而是当代史了。 .
Oct 31 2023 19:05:23,132,2,4,1,0.25,0.932,0.989,0.994,1,0,0.9322,0.989,0.9939,-0.0617,-0.1189,《资治通鉴》和其他史书的一种区别：并不是编年体和纪传体那种形式上的区别，而是立意上的区别。  《资治通鉴》是政治家编写的史书，而不是史官编写的史书，“资治”二字是重点。 所以，《资治通鉴》既是一部史书，也是一部历史哲学专著，如果仅仅把它当成史书来读，就会惹作者伤心了。 作为历史哲学专著的《资治通鉴》，才一开篇就要[.]。
Oct 31 2023 19:05:41,157,2,3,28,9.2,0.932,0.989,0.994,3,1,0.0678,0.011,0.0061,0.0617,0.0046,《资治通鉴》作为一部由政治家操刀，意图在于“资治”的编年史，一开篇就让儒家意识形态成为主角，开宗明义地讲出一个国家最应该有的核心诉求：[.]。  《资治通鉴》之前的一切正史，从《史记》、《汉书》到《新唐书》、《新五代史》，都没做到这一点。史官写的历史和政治家写的历史，就是如此不同。
Oct 31 2023 19:05:49,178,2,3,27,9.06,0.932,0.989,0.994,3,1,0.0678,0.011,0.006,0.0618,0.0046,《资治通鉴》作为一部由政治家操刀，意图在于“资治”的编年史，一开篇就让儒家意识形态成为主角，开宗明义地讲出一个国家最应该有的核心诉求：稳定。  《资治通鉴》之前的一切正史，从[.]到《新唐书》、《新五代史》，都没做到这一点。史官写的历史和政治家写的历史，就是如此不同。
Oct 31 2023 19:05:56,179,1,1,3,2.61,0.951,0.936,0.948,4,1,0.0489,0.064,0.0523,-0.0034,-0.0003,《资治通鉴》作为一部由政治家操刀，意图在于“资治”的编年史，一开篇就让儒家意识形态成为主角，开宗明义地讲出一个国家最应该有的核心诉求：稳定。  《资治通鉴》之前的一切正史，从《史记》、《汉书》到[.]，都没做到这一点。史官写的历史和政治家写的历史，就是如此不同。
Oct 31 2023 19:06:23,159,1,2,3,1.56,0.973,0.828,0.905,4,1,0.0265,0.1724,0.0951,-0.0686,-0.0083,从编年史的技术角度来看，《资治通鉴》是接着[.]来写的。  《春秋》站在鲁国的角度，从鲁隐公元年（前722年）开始，结束于鲁哀公十六年（前479年），这是孔子去世的时间。 《左传》 .
Oct 31 2023 19:06:31,160,2,3,5,1.54,0.947,0.745,0.878,4,1,0.0534,0.2552,0.1217,-0.0683,-0.012,从编年史的技术角度来看，《资治通鉴》是接着《春秋》和《左传》来写的。  《春秋》站在[.]的角度，从鲁隐公元年（前722年）开始，结束于鲁哀公十六年（前479年），这是孔子去世的时间。 .
